	graphemes	phonemes	phones	lang
3230	/kæmɪ/	kæmɪ	kæmɪ	eng
3231	chemistry	kɛməstɹi	kɛməstɹi	eng
3232	or	ˈɔɹ	ˈɔɹ	eng
3233	physics	fˈɪzɪks	fˈɪzɪks	eng
3234	/sʌ/	sʌ	sʌ	eng
3235	such	sˈʌʧ	sˈʌʧ	eng
3236	subjects	sˈʌbʤɪkts	sˈʌbʤɪkts	eng
3237	you	jˈu	jˈu	eng
3238				eng
3239	you	jˈu	jˈu	eng
3240	can	kˈæn	kˈæn	eng
3241	know	nˈoʊ	nˈoʊ	eng
3242	more	mˈɔɹ	mˈɔɹ	eng
3243	about	ʌbˈaʊt	ʌbˈaʊt	eng
3244	the	ðʌ	ðə	eng
3245	history	hˈɪstɝi	xˈɪstɝi	eng
3246	the	ðʌ	ðə	eng
3247	geometry	ʤiˈɑmʌtɹi	ʤˈɑmʌtɹi	eng
3248	uh	ˈʌ	ˈʌ	eng
3249	politics	pˈɑlʌtˌɪks	pˈɑlʌtˌɪks	eng
3250				eng
3251	how	hˈaʊ	hˈaʊ	eng
3252	how	hˈaʊ	xˈaʊ	eng
3253	how	hˈaʊ	xˈaʊ	eng
3254	the	ðʌ	ðə	eng
3255	government	gˈʌvɝnmʌnt	gˈʌvɝnmʌnt	eng
3256	works	wˈɝks	wˈɝs	eng
3257	how	hˈaʊ	hˈaʊ	eng
3258	uh	ˈʌ	ˈʌ	eng
3259	how	hˈaʊ	xˈaʊ	eng
3260	the	ðʌ	ðə	eng
3261	how	hˈaʊ	xˈaʊ	eng
3262	how	hˈaʊ	xˈaʊ	eng
3263	you	jˈu	jˈu	eng
3264	come	kˈʌm	kˈʌm	eng
3265	here	hˈiɹ	hˈiɹ	eng
3266	/ha/	ha	ha	eng
3267	I	ˈaɪ	ˈaɪ	eng
3268	mean	mˈin	mˈin	eng
3269	how	hˈaʊ	xˈa	eng
3270	how	hˈaʊ	xˈaʊ	eng
3271	the	ðʌ	ðə	eng
3272	society	soʊsˈaɪɪti	soʊsˈaɪɪti	eng
3273				eng
3274	develops	dɪvˈɛlʌps	dɪvˈɛlʌps	eng
3275	/sʌ/	sʌ	sʌ	eng
3276	such	sˈʌʧ	sˈʌʧ	eng
3277	things	θˈɪŋz	θˈɪnz	eng
3278	I	ˈaɪ	ˈaɪ	eng
3279	think	θˈɪŋk	θˈɪŋk	eng
3280	it	ˈɪt	ˈɪt	eng
3281	makes	mˈeɪks	mˈeɪks	eng
3282	you	jˈu	jˈu	eng
3283				eng
3284	thinking	θˈɪŋkɪŋ	θˈɪŋkɪŋ	eng
3285	who	hˈu	xˈu	eng
3286	you	jˈu	jˈu	eng
3287	are	ˈɑɹ	ˈɑɹ	eng
3288	not	nˈɑt	nˈɑ	eng
3289	not	nˈɑt	nˈɑ	eng
3290	not	nˈɑt	nˈɑt	eng
3291	just	ʤˈʌst	ʤˈʌst	eng
3292	not	nˈɑt	nˈɑt	eng
3293	just	ʤˈʌst	ʤˈʌs	eng
3294	solving	sˈɑlvɪŋ	sˈɑlvɪn	eng
3295	some	sˈʌm	sˈʌm	eng
3296				eng
3297	mathematical	mˌæθʌmˈætɪkʌl	mˌæθmˈætɪkʌl	eng
3298	problems	pɹˈɑblʌmz	pɹˈɑblʌmz	eng
3299	which	wˈɪʧ	wˈiʧ	eng
3300	seems	sˈimz	sˈimz	eng
3301	quite	kwˈaɪt	kwˈaɪt	eng
3302	far	fˈɑɹ	fˈɑɹ	eng
3303	away	ʌwˈeɪ	ʌwˈeɪ	eng
3304				eng
3305				eng
3306	/hjumænɪ/	hjumænɪ	hjumænɪ	eng
3307	humanities	hjumˈænɪtiz	hjumˈænɪtiz	eng
3308	subjects	sˈʌbʤɪkts	sˈʌbʤɪkts	eng
3309	makes	mˈeɪks	mˈeɪks	eng
3310	you	jˈu	jˈu	eng
3311	a	ʌ	ʌ	eng
3312	person	pˈɝsʌn	pˈɝsʌn	eng
3313	not	nˈɑt	nˈɑt	eng
3314	a	ʌ	ʌ	eng
3315	not	nˈɑt	nˈɑt	eng
3316	a	ʌ	ʌ	eng
3317	tool	tˈul	tˈul	eng
3318	for	fˈɔɹ	fˈɔɹ	eng
3319	/nɒ/	nɒ	nɒ	eng
3320	not	nˈɑt	nˈɑt	eng
3321	a	ʌ	ʌ	eng
3322	robot	ɹˈoʊbˌɑt	ɹˈɔbˌɑt	eng
3323				eng
3324	yeah	jˈæ	jˈæ	eng
3325	not	nˈɑt	nˈɑt	eng
3326	not	nˈɑt	nˈɑt	eng
3327	a	ʌ	ʌ	eng
3328	computer	kʌmpjˈutɝ	kʌmpjˈutɝ	eng
3329				eng
3330				eng
3331	ehm	ɛm	ɛm	eng
3332				eng
3333	I	ˈaɪ	ˈaɪ	eng
3334				eng
3335	I	ˈaɪ	ˈaɪ	eng
3336	I	ˈaɪ	ˈaɪ	eng
3337	can't	kˈænt	kˈant	eng
3338	say	sˈeɪ	sˈeɪ	eng
3339	which	wˈɪʧ	wˈɪʧ	eng
3340				eng
3341	which	wˈɪʧ	wˈɪʧ	eng
3342	is	ˈɪz	ˈɪz	eng
3343	better	bˈɛtɝ	bˈɛtɝ	eng
3344	or	ˈɔɹ	ˈɔɹ	eng
3345	which	wˈɪʧ	wˈɪʧ	eng
3346	I	ˈaɪ	ˈaɪ	eng
3347	am	ˈæm	ˈæm	eng
3348	not	nˈɑt	nˈɑt	eng
3349	in	ɪn	ɪn	eng
3350	ehm	ɛm	ɛm	eng
3351	more	mˈɔɹ	mˈɔɹ	eng
3352	interested	ˈɪntʌɹˌɛstɪd	ˈɪntʌɹˌɛstɪd	eng
3353	in	ɪn	ɪn	eng
3354	but	bˈʌt	bˈʌʔ	eng
3355	I'm	ˈaɪm	ˈaɪm	eng
3356	trying	tɹˈaɪɪŋ	tɹˈaɪɪŋ	eng
3357	to	tˈu	tˈu	eng
3358	balance	bˈælʌns	bˈælʌns	eng
3359				eng
3360	balance	bˈælʌns	bˈælʌns	eng
3361	humanities	hjumˈænɪtiz	hjumˈænɪtiz	eng
3362	with	wˈɪð	wˈɪð	eng
3363	mathematics	mˌæθʌmˈætɪks	mˌæθmˈætɪks	eng
3364	coz	kˈɑz	kˈɑz	eng
3365	you	jˈu	jˈu	eng
3366	you	jˈu	jˈu	eng
3367	can	kˈæn	kˈæn	eng
3368	combine	kˈɑmbaɪn	kˈɑmbaɪn	eng
3369	ways	wˈeɪz	wˈeɪz	eng
3370	in	ɪn	ɪn	eng
3371	linguist	lˈɪŋgwɪst	lˈɪŋgwɪst	eng
3372	researches	ɹisˈɝʧɪz	ɹɪsˈɝʧɪz	eng
3373				eng
3374	qualitively	kwɑlətɪvli	kwɑlətɪvli	eng
3375	/kɒ/	kɒ	kɒ	eng
3376	/kwɒntə/	kwɒntə	kwɒntə	eng
3377	quantitative	kwɑntitətɪv	kwɑntitətɪv	eng
3378	with	wˈɪð	wˈɪð	eng
3379	qualitative	kwˈɑlʌtˌeɪtɪv	kwˈɑlʌtˌeɪtɪv	eng
3380				eng
3381				eng
3382				eng
3383	quite	kwˈaɪt	kwˈaɪt	eng
3384	stressed	stɹˈɛst	stɹˈɛst	eng
3385	actually	ˈækʧˌuʌli	ˈækʧˌuʌlɪ	eng
3386	my	mˈaɪ	mˈaɪ	eng
3387	ehm	ɛm	ɛm	eng
3388	my	mˈaɪ	mˈaɪ	eng
3389	little	lˈɪtʌl	lˈɪtʌl	eng
3390	brother	bɹˈʌðɝ	bɹˈʌðɝ	eng
3391	just	ʤˈʌst	ʤˈʌst	eng
3392	had	hˈæd	hˈæd	eng
3393	it	ˈɪt	ˈɪt	eng
3394	last	lˈæst	lˈæst	eng
3395	year	jˈɪɹ	jˈɪɹ	eng
3396	and	ʌnd	æn	eng
3397	he	hˈi	hˈi	eng
3398				eng
3399	he	hˈi	hˈi	eng
3400	he	hˈi	hˈɪ	eng
3401	actually	ˈækʧˌuʌli	ˈækʧˌuʌli	eng
3402	got	gˈɑt	gˈɑt	eng
3403	some	sˈʌm	sˈʌm	eng
3404				eng
3405	how	hˈaʊ	hˈaʊ	eng
3406	to	tˈu	tˈu	eng
3407	say	sˈeɪ	sˈeɪ	eng
3408				eng
3409	/sai/	sai	sai	eng
3410	psychological	sˌaɪkʌlˈɑʤɪkʌl	sˌaɪkʌlˈɑʤɪkʌl	eng
3411	problems	pɹˈɑblʌmz	pɹˈɑblʌmz	eng
3412	because	bɪkˈɔz	bɪkˈɔz	eng
3413	of	ˈʌv	ˈʌv	eng
3414	the	ðʌ	ðəʔ	eng
3415	because	bɪkˈɔz	bɪkˈɔz	eng
3416	of	ˈʌv	ˈʌv	eng
3417	the	ðʌ	ði	eng
3418	exam	ɪgzˈæm	ɪgzˈæm	eng
3419	and	ʌnd	æn	eng
3420	I	ˈaɪ	ˈaɪ	eng
3421				eng
3422	I	ˈaɪ	ˈaɪ	eng
3423	was	wˈɑz	wˈɑz	eng
3424	also	ˈɔlsoʊ	ˈwɔlsoʊ	eng
3425	feel	fˈil	fˈil	eng
3426	depressed	dɪpɹˈɛst	dɪpɹˈɛst	eng
3427	in	ɪn	ɪn	eng
3428	in	ɪn	ɪn	eng
3429	the	ðʌ	ðʌ	eng
3430	second	sˈɛkʌnd	sˈɛkʌnd	eng
3431	year	jˈɪɹ	jˈɪɹ	eng
3432	of	ˈʌv	ˈʌv	eng
3433	my	mˈaɪ	mˈaɪ	eng
3434	highschool	hˈaɪskˌul	hˈaɪskˌul	eng
3435	life	lˈaɪf	lˈaɪf	eng
3436	but	bˈʌt	bˈʌt	eng
3437	then	ðˈɛn	ðˈɛn	eng
3438				eng
3439	I	ˈaɪ	ˈaɪ	eng
3440	I	ˈaɪ	ˈaɪ	eng
3441	killed	kˈɪld	kˈɪld	eng
3442	myself	mˌaɪsˈɛlf	mˌaɪsˈɛlf	eng
3443	myself	mˌaɪsˈɛlf	ˌaɪsˈɛlf	eng
3444	I	ˈaɪ	ˈaɪ	eng
3445	I	ˈaɪ	ˈaɪ	eng
3446	killed	kˈɪld	kˈɪld	eng
3447	myself	mˌaɪsˈɛlf	mˌaɪsˈɛlf	eng
3448	from	fɹˈʌm	fɹˈʌm	eng
3449				eng
3450	by	bˈaɪ	bˈaɪ	eng
3451	by	bˈaɪ	bˈaɪ	eng
3452	reading	ɹˈidɪŋ	ɹˈidɪn	eng
3453	Chinese	ʧaɪnˈiz	ʧaɪnˈiz	eng
3454	novels	nˈɑvʌlz	nˈɑvʌlz	eng
3455				eng
3456	yeah	jˈæ	jˈæ	eng
3457	/f/	f	f	eng
3458	from	fɹˈʌm	fɹˈʌm	eng
3459	from	fɹˈʌm	fɹˈʌm	eng
3460	the	ðʌ	ðə	eng
3461	world	wˈɝld	wˈɝld	eng
3462	from	fɹˈʌm	fɹˈʌm	eng
3463				eng
3464	from	fɹˈʌm	fɹˈʌm	eng
3465	the	ðʌ	ðə	eng
3466	mathematical	mˌæθʌmˈætɪkʌl	mˌæθmˈætɪkʌl	eng
3467	problems	pɹˈɑblʌmz	pɹˈɑblʌmz	eng
3468	from	fɹˈʌm	fɹˈʌm	eng
3469	physics	fˈɪzɪks	fˈɪzɪks	eng
3470	which	wˈɪʧ	wˈɪʧ	eng
3471	I	ˈaɪ	ˈaɪ	eng
3472	hated	hˈeɪtʌd	xˈeɪtʌd	eng
3473	quite	kwˈaɪt	kwˈaɪt	eng
3474	much	mˈʌʧ	mˈʌɹʧ	eng
3475				eng
3476	yeah	jˈæ	jˈæ	eng
3477	coz	kˈɑz	kˈɑz	eng
3478	coz	kˈɑz	kˈɑz	eng
3479	it's	ˈɪts	ˈɪts	eng
3480	quite	kwˈaɪt	kwˈaɪt	eng
3481	far	fˈɑɹ	fˈɑɹ	eng
3482	away	ʌwˈeɪ	ʌwˈeɪ	eng
3483	from	fɹˈʌm	fɹˈʌm	eng
3484	my	mˈaɪ	mˈa	eng
3485	life	lˈaɪf	lˈaɪf	eng
3486	coz	kˈɑz	kˈɑz	eng
3487	who	hˈu	xˈu	eng
3488	who	hˈu	hˈu	eng
3489	would	wˈʊd	ˈʊd	eng
3490	ask	ˈæsk	ˈask	eng
3491	you	jˈu	jˈu	eng
3492	to	tˈu	tˈu	eng
3493	/s/	s	s	eng
3494	to	tˈu	tˈu	eng
3495	think	θˈɪŋk	θˈɪŋk	eng
3496	about	ʌbˈaʊt	ʌbˈaʊt	eng
3497	the	ðʌ	ðə	eng
3498	/m/	m	m	eng
3499	mathematical	mˌæθʌmˈætɪkʌl	mˌæθmˈætɪkʌl	eng
3500	or	ˈɔɹ	ˈɔɹ	eng
3501	physic	fɪzɪk	fɪzɪk	eng
3502	physics	fˈɪzɪks	fˈɪzɪks	eng
3503	problems	pɹˈɑblʌmz	pɹˈɑblʌmz	eng
3504	when	wˈɛn	wˈən	eng
3505	when	wˈɛn	wˈən	eng
3506	when	wˈɛn	wˈən	eng
3507	when	wˈɛn	wˈɛn	eng
3508	you're	jˈʊɹ	jˈʊɹ	eng
3509	moving	mˈuvɪŋ	mˈuvɪŋ	eng
3510	a	ʌ	ʌ	eng
3511	chair	ʧˈɛɹ	ʧˈɛɹ	eng
3512	when	wˈɛn	wˈɛn	eng
3513	you	jˈu	jˈu	eng
3514	are	ˈɑɹ	ˈɑɹ	eng
3515	when	wˈɛn	wˈə	eng
3516	when	wˈɛn	wˈə	eng
3517	when	wˈɛn	wˈən	eng
3518	you	jˈu	jˈu	eng
3519	when	wˈɛn	wˈɛn	eng
3520	you	jˈu	jˈu	eng
3521	are	ˈɑɹ	ˈɑɹ	eng
3522	opening	ˈoʊpʌnɪŋ	ˈoʊpʌnɪŋ	eng
3523	a	ʌ	ʌ	eng
3524	computer	kʌmpjˈutɝ	kʌmpjˈutɝ	eng
3525	then	ðˈɛn	ðˈɛn	eng
3526	how	hˈaʊ	xˈa	eng
3527	how	hˈaʊ	xˈa	eng
3528	how	hˈaʊ	xˈaʊ	eng
3529	many	mˈɛni	mˈɛni	eng
3530	electricity	ɪlˌɛktɹˈɪsʌti	lˌɛktɹˈɪsʌti	eng
3531	or	ˈɔɹ	ˈɔɹ	eng
3532	or	ˈɔɹ	ˈɔɹ	eng
3533	how	hˈaʊ	xˈaʊ	eng
3534	how	hˈaʊ	xˈaʊ	eng
3535	is	ˈɪz	ˈɪz	eng
3536	it	ˈɪt	ˈɪt	eng
3537	electricity	ɪlˌɛktɹˈɪsʌti	ɪlˌɛktɹˈɪsʌti	eng
3538	and	ʌnd	æn	eng
3539	ehm	ɛm	ɛm	eng
3540	/mæ/	mæ	mæ	eng
3541	magnet	mˈægnʌt	mˈægnit	eng
3542	works	wˈɝks	wˈɝks	eng
3543	when	wˈɛn	wˈɛn	eng
3544				eng
3545	computer	kʌmpjˈutɝ	kʌmpjˈutɝ	eng
3546	/dʌ/	dʌ	dʌ	eng
3547	does	dˈʌz	dˈʌz	eng
3548	it	ˈɪt	ˈɪt	eng
3549	make	mˈeɪk	mˈeɪk	eng
3550	sense	sˈɛns	sˈɛns	eng
3551	to	tˈu	tˈu	eng
3552	you	jˈu	jˈu	eng
3553	/ɪ/	ɪ	ɪ	eng
3554	/ɪ/	ɪ	ɪ	eng
3555	in	ɪn	ɪn	eng
3556	your	jˈɔɹ	jˈɔɹ	eng
3557	life	lˈaɪf	lˈaɪf	eng
3558	no	nˈoʊ	nˈoʊ	eng
3559	but	bˈʌt	bˈʌt	eng
3560	but	bˈʌt	bˈʌt	eng
3561	novels	nˈɑvʌlz	nˈovʌlz	eng
3562	novels	nˈɑvʌlz	nˈovʌlz	eng
3563	or	ˈɔɹ	ˈɔɹ	eng
3564	humanities	hjumˈænɪtiz	hjumˈænɪtiz	eng
3565				eng
3566	makes	mˈeɪks	mˈeɪks	eng
3567	you	jˈu	jˈu	eng
3568				eng
3569	makes	mˈeɪks	mˈeɪks	eng
3570	you	jˈu	jˈu	eng
3571	mature	mʌʧˈʊɹ	mʌtˈʊɹ	eng
3572				eng
3573	kill	kˈɪl	kˈɪl	eng
3574	myself	mˌaɪsˈɛlf	mˌaɪsˈɛlf	eng
3575	from	fɹˈʌm	fɹˈʌm	eng
3576	the	ðʌ	ðə	eng
3577	from	fɹˈʌm	fɹˈʌm	eng
3578	from	fɹˈʌm	fɹˈʌm	eng
3579	having	hˈævɪŋ	hˈævɪŋ	eng
3580	psychological	sˌaɪkʌlˈɑʤɪkʌl	sˌaɪkʌlˈɑʤɪkʌl	eng
3581	problems	pɹˈɑblʌmz	pɹˈɑblʌmz	eng
3582	like	lˈaɪk	lˈaɪk	eng
3583	my	mˈaɪ	mˈaɪ	eng
3584	little	lˈɪtʌl	lˈɪtʌl	eng
3585	brother	bɹˈʌðɝ	bɹˈʌðɝ	eng
3586				eng
3587	and	ʌnd	æn	eng
3588	I	ˈaɪ	ˈaɪ	eng
3589				eng
3590	I've	ˈaɪv	ˈaɪv	eng
3591	taken	tˈeɪkʌn	tˈeɪkʌn	eng
3592	the	ðʌ	ði	eng
3593	exam	ɪgzˈæm	ɪgzˈæm	eng
3594	twice	twˈaɪs	twˈaɪs	eng
3595				eng
3596	yeah	jˈæ	jˈæ	eng
3597	a	ʌ	ʌ	eng
3598	nightmare	nˈaɪtmˌɛɹ	nˈaɪtmˌɛɹ	eng
3599				eng
3600	I	ˈaɪ	ˈa	eng
3601	I	ˈaɪ	ˈaɪ	eng
3602	can	kˈæn	kˈæn	eng
3603	even	ˈivɪn	ˈivɪn	eng
3604	dream	dɹˈim	dɹˈim	eng
3605	of	ˈʌv	ˈʌv	eng
3606	solving	sˈɑlvɪŋ	sˈɑlvɪŋ	eng
3607	mathematical	mˌæθʌmˈætɪkʌl	mˌæθʌmˈætɪkʌl	eng
3608	problems	pɹˈɑblʌmz	pɹˈɑblʌmz	eng
3609				eng
3610	sometimes	sʌmtˈaɪmz	sʌmtˈaɪmz	eng
3611	now	nˈaʊ	nˈaʊ	eng
3612	when	wˈɛn	wˈɛ	eng
3613	I	ˈaɪ	ˈaɪ	eng
3614	when	wˈɛn	wˈɛn	eng
3615	I	ˈaɪ	ˈaɪ	eng
3616	slept	slˈɛpt	slˈɛpt	eng
3617				eng
3618				eng
3619	it's	ˈɪts	ˈɪts	eng
3620	a	ʌ	ʌ	eng
3621	nightmare	nˈaɪtmˌɛɹ	nˈaɪtmˌɛɹ	eng
3622	I	ˈaɪ	ˈaɪ	eng
3623	think	θˈɪŋk	θˈɪŋk	eng
3624	for	fˈɔɹ	fˈɔɹ	eng
3625	ever	ˈɛvɝ	ˈɛvɝ	eng
3626				eng
3627	except	ɪksˈɛpt	ɪksˈɛpt	eng
3628	some	sˈʌm	sˈʌm	eng
3629	people	pˈipʌl	pˈipʌl	eng
3630	who	hˈu	xˈu	eng
3631	who	hˈu	hˈu	eng
3632	told	tˈoʊld	tˈoʊld	eng
3633	others	ˈʌðɝz	ˈʌðɝz	eng
3634	that	ðˈæt	ðˈæt	eng
3635	they	ðˈeɪ	ðˈeɪ	eng
3636	they	ðˈeɪ	ðˈeɪ	eng
3637	never	nˈɛvɝ	nˈɛvɝ	eng
3638	learned	lˈɝnd	lˈɝnd	eng
3639	they	ðˈeɪ	ðˈeɪ	eng
3640	Oh	ˈoʊ	ˈoʊ	eng
3641				eng
3642	I	ˈaɪ	ˈaɪ	eng
3643	I	ˈaɪ	ˈaɪ	eng
3644	didn't	dˈɪdʌnt	dˈɪdʌnt	eng
3645	I	ˈaɪ	ˈaɪ	eng
3646	didn't	dˈɪdʌnt	dˈɪdʌnt	eng
3647	I	ˈaɪ	ˈaɪ	eng
3648	I	ˈaɪ	ˈaʔ	eng
3649	I	ˈaɪ	ˈaɪ	eng
3650	wouldn't	wˈʊdʌnt	wˈʊdʌnt	eng
3651	get	gˈɛt	gˈɛt	eng
3652	high	hˈaɪ	hˈaɪ	eng
3653	score	skˈɔɹ	skˈɔɹ	eng
3654	this	ðˈɪs	ðˈɪs	eng
3655	time	tˈaɪm	tˈaɪm	eng
3656	coz	kˈɑz	kˈɑz	eng
3657	I	ˈaɪ	ˈaɪ	eng
3658				eng
3659	I	ˈaɪ	ˈaɪ	eng
3660	didn't	dˈɪdʌnt	dˈɪdʌnt	eng
3661				eng
3662	uh	ˈʌ	ˈʌ	eng
3663	how	hˈaʊ	hˈaʊ	eng
3664	to	tˈu	tˈu	eng
3665	say	sˈeɪ	sˈeɪ	eng
3666	solve	sˈɑlv	sˈɑlv	eng
3667	solve	sˈɑlv	sˈɑlv	eng
3668	the	ðʌ	ðə	eng
3669	problems	pɹˈɑblʌmz	pɹˈɑblʌmz	eng
3670	quite	kwˈaɪt	kwˈaɪt	eng
3671	well	wˈɛl	wˈɛls	eng
3672	and	ʌnd	æn	eng
3673	I	ˈaɪ	ˈaɪ	eng
3674	didn't	dˈɪdʌnt	dˈɪdʌnt	eng
3675	make	mˈeɪk	mˈeɪk	eng
3676	it	ˈɪt	ˈɪt	eng
3677	good	gˈʊd	gˈʊ	eng
3678	but	bˈʌt	bˈʌ	eng
3679	when	wˈɛn	wˈən	eng
3680	when	wˈɛn	wˈɛn	eng
3681	the	ðʌ	ðə	eng
3682				eng
3683	when	wˈɛn	wˈə	eng
3684	when	wˈɛn	wˈɛn	eng
3685	the	ðʌ	ðə	eng
3686	results	ɹɪzˈʌlts	ɹɪzˈʌlts	eng
3687	come	kˈʌm	kˈʌm	eng
3688	out	ˈaʊt	ˈaʊt	eng
3689				eng
3690	/w/	w	w	eng
3691	what	wˈʌt	wˈʌt	eng
3692				eng
3693	what's	wˈʌts	wˈʌts	eng
3694	wrong	ɹˈɔŋ	ɹˈɔŋ	eng
3695	with	wˈɪð	wˈɪð	eng
3696	you	jˈu	jˈu	eng
3697	you	jˈu	jˈu	eng
3698	you	jˈu	jˈu	eng
3699	you	jˈu	jˈu	eng
3700	you	jˈu	jˈu	eng
3701	you	jˈu	jˈu	eng
3702	have	hˈæv	hˈæv	eng
3703	got	gˈɑt	gˈɑt	eng
3704	the	ðʌ	ðʌ	eng
3705	highest	hˈaɪʌst	hˈaɪʌst	eng
3706	score	skˈɔɹ	skˈɔɹ	eng
3707				eng
3708				eng
3709	those	ðˈoʊz	ðˈoʊz	eng
3710	genius	ʤˈinjʌs	ʤˈinjɜs	eng
3711	yeah	jˈæ	jˈæ	eng
3712	/nɔ/	nɔ	nɔ	eng
3713	normal	nˈɔɹmʌl	nˈɔɹmʌl	eng
3714	people	pˈipʌl	pˈipʌl	eng
3715	would	wˈʊd	wˈʊd	eng
3716	regard	ɹʌgˈɑɹd	ɹʌgˈɑɹd	eng
3717	it	ˈɪt	ˈɪt	eng
3718	as	ˈæz	ˈæz	eng
3719	a	ʌ	ʌ	eng
3720	nightmare	nˈaɪtmˌɛɹ	nˈaɪtmˌɛɹ	eng
3721				eng
3722	mh	ˈɛmˈ	ˈɛmˈ	eng
3723				eng
3724	yeah	jˈæ	jˈæ	eng
3725	friendly	fɹˈɛndli	fɹˈɛndli	eng
3726	for	fˈɔɹ	fˈɔɹ	eng
3727	people	pˈipʌl	pˈipʌl	eng
3728	but	bˈʌt	bˈʌʔ	eng
3729	but	bˈʌt	bˈʌt	eng
3730	not	nˈɑt	nˈɑt	eng
3731				eng
3732	mh	ˈɛmˈ	ˈɛmˈ	eng
3733				eng
3734	/ɪ/	ɪ	ɪ	eng
3735	it	ˈɪt	ˈɪt	eng
3736	can't	kˈænt	kˈant	eng
3737	work	wˈɝk	wˈɝk	eng
3738	in	ɪn	ɪn	eng
3739	China	ʧˈaɪnʌ	ʧˈaɪnʌ	eng
3740	coz	kˈɑz	kˈɑz	eng
3741				eng
